index,eval_sample,Cat,Interesting
583,"BarSplitStyle=0x7f030004;
  /**
  * Reference to a style for the Action Bar
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i>type</i>/<i>name</i></code>"" or a theme
  * attribute in the form
  * ""<code>?[<i>package</i>:]<i>type</i>/<i>name</i></code>"".
  */
  public static final int actionBarStyle=0x7f030005;
  /**
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package",DO,
584,"* Contributor(s):
  *
  * If you wish your version of this file to be governed by only the CDDL or
  * only the GPL Version 2, indicate your decision by adding ""[Contributor]
  * elects to include this software in this distribution under the [CDDL or GPL
  * Version 2] license."" If you don't indicate a single choice of license, a
  * recipient has the option to distribute your version of this file under
  * either the CDDL, the GPL Version 2 or to extend the choice of license to
  * its licensees as provided above. However, if you add GPL Version 2 code
  * and therefore, elected the GPL Version 2 license,",L,
585,"dan a este género. Los paleontólogos admiten únicamente la especie G. libratus, aunque otras especies fueron incluidas erróneamente en este género. Como todos los tiranosáuridos conocidos, Gorgosaurus fue un bípedo depredador que en su madurez pesaba más de una tonelada y medía nueve metros de largo. Mostraba docenas de afilados dientes alineados en sus mandíbulas, mientras que sus extremidades anteriores, con dos dedos, eran relativamente cortas.",DO,
586,#ERROR!,C,
587,"void read(Tokeniser t, CharacterReader r) {
  Character c = t.consumeCharacterReference(null, false);
  if (c == null)
  t.emit('&');
  else
  t.emit(c);
  t.transition(Rcdata);
  }
  },
  Rawtext {
  void read(Tokeniser t, CharacterReader r) {
  switch (r.current()) {
  case '<':
  t.advanceTransition(RawtextLessthanSign);
  break;
  case nullChar:
  t.error(this);
  r.advance();
  t.emit(replacementChar);
  break;
  case eof:
  t.emit(new Token.EOF());
  break;",C,
588,"int abc_slide_in_top=0x7f040007;
  public static int abc_slide_out_bottom=0x7f040008;
  public static int abc_slide_out_top=0x7f040009;
  public static int design_bottom_sheet_slide_in=0x7f04000a;
  public static int design_bottom_sheet_slide_out=0x7f04000b;
  public static int design_fab_in=0x7f04000c;
  public static int design_fab_out=0x7",DI,
589,"tb.transition(InFrameset);
  } else if (StringUtil.in(name, ""base"", ""basefont"", ""bgsound"", ""link"", ""meta"", ""noframes"", ""script"", ""style"", ""title"")) {
  tb.error(this);
  Element head = tb.getHeadElement();
  tb.push(head);
  tb.process(t, InHead);
  tb.removeFromStack(head);
  } else if (name.equals(""head"")) {
  tb.error(this);
  return false;
  } else {
  anythingElse(t, tb);
  }
  } else if (t.isEndTag()) {
  if (StringUtil.in",C,
590,";
  if (x == Long.MIN_VALUE) {
  // special case for Long.MIN_VALUE (-9223372036854775808)
  // we must shift it before taking its absolute value
  isLongMin = true;
  ++x;
  }
 
  // set the sign
  if (x < 0) {
  sign = -1;
  x = -x;
  } else {
  sign = 1;
  }
 
  exp = 0;
  while (x!= 0) {
  System.arraycopy(mant, mant.length - exp, mant, mant.length - 1 - exp, exp",C,
591,"<"", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdLessThanOrEqualTo(Long value) {
  addCriterion(""id <="", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdIn(List<Long> values) {
  addCriterion(""id in"", values, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdNotIn(List<Long> values) {
  addCriterion(""id not in"", values, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdBetween(Long value1, Long value2) {
  addCriterion(""id between"", value1, value2, ""id"");
  return",C,
592,"namespace);
  xmlWriter.writeAttribute(namespace, attName, attributeValue);
  }
  }
  /**
  * method to handle Qnames
  */
 
  private void writeQName(javax.xml.namespace.QName qname,
  javax.xml.stream.XMLStreamWriter xmlWriter) throws javax.xml.stream.XMLStreamException {
  java.lang.String namespaceURI = qname.getNamespaceURI();
  if (namespaceURI!= null) {
  java.lang.String prefix = xmlWriter.getPrefix(namespaceURI);
  if (prefix == null) {
  prefix = generatePrefix(namespaceURI);
  xmlWriter.writeNamespace(prefix, namespaceURI);
  xmlWriter.setPrefix",C,
593,"t, Data);
  }
  },
  Rcdata {
  /// handles data in title, textarea etc
  void read(Tokeniser t, CharacterReader r) {
  switch (r.current()) {
  case '&':
  t.advanceTransition(CharacterReferenceInRcdata);
  break;
  case '<':
  t.advanceTransition(RcdataLessthanSign);
  break;
  case nullChar:
  t.error(this);
  r.advance();
  t.emit(replacementChar);
  break;
  case eof:
  t.emit(new Token.EOF());
  break;
  default:
  String data = r.consumeToAny('&', '<', nullChar);
  t.emit(data",C,
594,"Configuration(TaskExecutionProperties taskExecutionProperties) {
  this.taskExecutionProperties = taskExecutionProperties;
  }
 
  @Override
  @Bean(name = ""taskExecutor"")
  public Executor getAsyncExecutor() {
  log.debug(""Creating Async Task Executor"");
  ThreadPoolTaskExecutor executor = new ThreadPoolTaskExecutor();
  executor.setCorePoolSize(taskExecutionProperties.getPool().getCoreSize());
  executor.setMaxPoolSize(taskExecutionProperties.getPool().getMaxSize());
  executor.setQueueCapacity(taskExecutionProperties.getPool().getQueueCapacity());
  executor.setThreadNamePrefix(taskExecutionProperties.getThreadNamePrefix());
  return new ExceptionHandlingAsyncTaskExecutor(executor);
  }
 
  @Override",C,
595,"should be faster to operate
  * on 4 decimal digits at once instead of one at a time. Radix 10 behavior
  * can be realized by adding an additional rounding step to ensure that
  * the number of decimal digits represented is constant.</p>
  *
  * <p>The IEEE standard specifically leaves out internal data encoding,
  * so it is reasonable to conclude that such a subclass of this radix
  * 10000 system is merely an encoding of a radix 10 system.</p>
  *
  * <p>IEEE 854 also specifies the existence of ""sub-normal"" numbers. This
  * class does not contain",L,
596,".error(this);
  tb.process(new Token.EndTag(""a""));
 
  // still on stack?
  Element remainingA = tb.getFromStack(""a"");
  if (remainingA!= null) {
  tb.removeFromActiveFormattingElements(remainingA);
  tb.removeFromStack(remainingA);
  }
  }
  tb.reconstructFormattingElements();
  Element a = tb.insert(startTag);
  tb.pushActiveFormattingElements(a);
  } else if (StringUtil.in(name,
  ""b"", ""big"", ""code"", ""em"", ""font"", ""i"", ""s"", ""small"", ""strike"", ""strong"", ""tt"", ""u"")) {",C,
597,"use and
  * propagation of ECLIPSE together with KNIME.
  *
  * Additional permission relating to nodes for KNIME that extend the Node
  * Extension (and in particular that are based on subclasses of NodeModel,
  * NodeDialog, and NodeView) and that only interoperate with KNIME through
  * standard APIs (""Nodes""):
  * Nodes are deemed to be separate and independent programs and to not be
  * covered works. Notwithstanding anything to the contrary in the
  * License, the License does not apply to Nodes, you are not required to
  * license Nodes under the License, and you are granted a license to
  *",L,
598,"actionModeBackground = 0x7f020010;
  public static final int actionModeCloseButtonStyle = 0x7f020011;
  public static final int actionModeCloseDrawable = 0x7f020012;
  public static final int actionModeCopyDrawable = 0x7f020013;
  public static final int actionModeCutDrawable = 0x7f020014;
  public static final int actionModeFindDrawable = 0x7f020015;
  public static final int actionModePasteDrawable = 0x7f020016;
  public",DI,
599,"java.lang.String attValue,javax.xml.stream.XMLStreamWriter xmlWriter) throws javax.xml.stream.XMLStreamException{
  if (namespace.equals("""")) {
  xmlWriter.writeAttribute(attName,attValue);
  } else {
  registerPrefix(xmlWriter, namespace);
  xmlWriter.writeAttribute(namespace,attName,attValue);
  }
  }
 
 
  /**
  * Util method to write an attribute without the ns prefix
  */
  private void writeQNameAttribute(java.lang.String namespace, java.lang.String attName,
  javax.xml.namespace.QName qname, javax.xml.stream.XMLStreamWriter xmlWriter) throws javax.xml",C,
600,"1 license at
  * http://www.opensource.org/licenses/lgpl-2.1
  * 
  * You can obtain a copy of the CDDL 1.0 license at
  * http://www.opensource.org/licenses/cddl1
  * 
  * You can obtain a copy of the EPL 1.0 license at
  * http://www.opensource.org/licenses/eclipse-1.0
  * 
  * See the Licenses for the specific language governing permissions and
  * limitations under the Licenses.
  * 
  * Alternatively, you can obtain a royalty free commercial license with less
  * limitations, transferable or non-transferable, directly at
  * http://",L,
601,"* EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF
  * MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE OR NONINFRINGEMENT.
  * NEITHER DOES MEDIATEK PROVIDE ANY WARRANTY WHATSOEVER WITH RESPECT TO THE
  * SOFTWARE OF ANY THIRD PARTY WHICH MAY BE USED BY, INCORPORATED IN, OR
  * SUPPLIED WITH THE MEDIATEK SOFTWARE, AND RECEIVER AGREES TO LOOK ONLY TO SUCH
  * THIRD PARTY FOR ANY WARRANTY CLAIM RELATING THERETO. RECEIVER EXPRESSLY ACKNOWLEDGES
  * THAT IT IS RECEIVER'S SOLE RESPONSIBILITY TO OBTAIN FROM ANY",L,
602,"</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int activityChooserViewStyle=0x7f01006c;
  /** Specifies a background drawable for the action bar. 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int background=0x7f01002f;
  /** Specifies a background drawable for",DO,
603,");
  } else {
  builder
  .withCause(((DefaultProblem) problem).getCause())
  .withDetail(problem.getDetail())
  .withInstance(problem.getInstance());
  problem.getParameters().forEach(builder::with);
  if (!problem.getParameters().containsKey(MESSAGE_KEY) && problem.getStatus()!= null) {
  builder.with(MESSAGE_KEY, ""error.http."" + problem.getStatus().getStatusCode());
  }
  }
  return new ResponseEntity<>(builder.build(), entity.getHeaders(), entity.getStatusCode());
  }
 
  @Override
  public ResponseEntity<Problem> handleMethodArgumentNotValid(MethodArgumentNotValidException ex, @Nonnull NativeWebRequest request) {
  BindingResult result =",C,
604,"Appenders(); it.hasNext();) {
  Appender<ILoggingEvent> appender = it.next();
  if (!appender.getName().equals(ASYNC_LOGSTASH_APPENDER_NAME)) {
  log.debug(""Filter metrics logs from the {} appender"", appender.getName());
  appender.setContext(context);
  appender.addFilter(metricsFilter);
  appender.start();
  }
  }
  }
  }
 
  /**
  * Logback configuration is achieved by configuration file and API.
  * When configuration file change is detected, the configuration is reset.
  * This listener ensures that the programmatic configuration is also re-applied after reset.
  */
  class Logback",C,
605,"(FilterReply.DENY);
  metricsFilter.start();
 
  for (ch.qos.logback.classic.Logger logger : context.getLoggerList()) {
  for (Iterator<Appender<ILoggingEvent>> it = logger.iteratorForAppenders(); it.hasNext();) {
  Appender<ILoggingEvent> appender = it.next();
  if (!appender.getName().equals(ASYNC_LOGSTASH_APPENDER_NAME)) {
  log.debug(""Filter metrics logs from the {} appender"", appender.getName());
  appender.setContext(context);
  appender.addFilter(metricsFilter);
  appender.start();
  }
  }
  }
  }
 
  /**",C,
606,"User.getImageUrl()).isEqualTo(UPDATED_IMAGEURL);
  assertThat(testUser.getLangKey()).isEqualTo(UPDATED_LANGKEY);
  }
 
  @Test
  @Transactional
  public void updateUserLogin() throws Exception {
  // Initialize the database
  userRepository.saveAndFlush(user);
  int databaseSizeBeforeUpdate = userRepository.findAll().size();
 
  // Update the user
  User updatedUser = userRepository.findById(user.getId()).get();
 
  ManagedUserVM managedUserVM = new ManagedUserVM();
  managedUserVM.setId(updatedUser.getId());
  managedUserVM.setLogin(UPDATED_LOGIN);
  managedUserVM.setPassword(UPDATED_PASSWORD);
  managedUserVM",T,
607,"SHALL THE COPYRIGHT HOLDER OR HOLDERS
  * INCLUDED IN THIS NOTICE BE LIABLE FOR ANY CLAIM, OR ANY SPECIAL INDIRECT OR
  * CONSEQUENTIAL DAMAGES, OR ANY DAMAGES WHATSOEVER RESULTING FROM LOSS OF USE,
  * DATA OR PROFITS, WHETHER IN AN ACTION OF CONTRACT, NEGLIGENCE OR OTHER
  * TORTIOUS ACTION, ARISING OUT OF OR IN CONNECTION WITH THE USE OR PERFORMANCE
  * OF THE DATA FILES OR SOFTWARE.
  *
  * Except as contained in this notice, the name of a copyright holder shall not
  * be used in advertising or otherwise to promote the sale, use or other
  * dealings in these Data Files or Software without prior written authorization
  * of the copyright holder.
  */
 
 package",L,
608,"addCriterion(""id <="", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdIn(List<Integer> values) {
  addCriterion(""id in"", values, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdNotIn(List<Integer> values) {
  addCriterion(""id not in"", values, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdBetween(Integer value1, Integer value2) {
  addCriterion(""id between"", value1, value2, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdNotBetween(Integer value1, Integer value2) {
  addCriterion(""id not",C,
609,"exp;
  }
  } else {
  // normal case
  fpdecimal = s;
  }
 
  // If there is a minus sign in the number then it is negative
  if (fpdecimal.indexOf(""-"")!= -1) {
  sign = -1;
  }
 
  // First off, find all of the leading zeros, trailing zeros, and significant digits
  p = 0;
 
  // Move p to first significant digit
  int decimalPos = 0;
  for (;;) {
  if (fpdecimal.charAt(p) >= '1' && fpdecimal.charAt(p) <= '9') {
  break;
  }
 
  if (decimalFound && fpdecimal.charAt(p) == '0",C,
610,">wrap_content</td><td>0</td><td></td></tr>
  * </table>
  */
  public static final int actionBarSize=0x7f030003;
  /**
  * Reference to a style for the split Action Bar. This style
  * controls the split component that holds the menu/action
  * buttons. actionBarStyle is still used for the primary
  * bar.
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i>type</i>/<i>name</i></code>"" or a theme
  * attribute in the form
  * ""<code>?[<i>package</",DO,
